date,long_deal_amount_外資,long_deal_amount_投信,long_deal_amount_自營商,long_deal_volume_外資,long_deal_volume_投信,long_deal_volume_自營商,long_open_interest_balance_amount_外資,long_open_interest_balance_amount_投信,long_open_interest_balance_amount_自營商,long_open_interest_balance_volume_外資,long_open_interest_balance_volume_投信,long_open_interest_balance_volume_自營商,short_deal_amount_外資,short_deal_amount_投信,short_deal_amount_自營商,short_deal_volume_外資,short_deal_volume_投信,short_deal_volume_自營商,short_open_interest_balance_amount_外資,short_open_interest_balance_amount_投信,short_open_interest_balance_amount_自營商,short_open_interest_balance_volume_外資,short_open_interest_balance_volume_投信,short_open_interest_balance_volume_自營商
2021-11-18,145516200,764403,22744718,40864,214,6388,86329255,45408293,61690131,24175,12713,17291,154079769,392904,24208559,43271,110,6797,150358512,49848041,13834251,42115,13956,3883
2021-11-19,143003278,0,22831406,40003,0,6389,81852780,44926343,62757793,22931,12583,17598,149539535,467627,21206065,41829,131,5934,152372684,49832073,13238977,42698,13957,3718
2021-11-22,132741776,0,17989080,37251,0,5048,93151497,44882510,62906613,26119,12582,17656,128818449,3567,19303023,36148,1,5416,159641808,49787410,14668390,44775,13957,4122
2021-11-23,190995110,7062,38639641,53872,2,10905,89655554,43942656,65587184,25391,12442,18593,191176793,1667051,37209682,53923,472,10501,155655475,50458827,15749155,44098,14287,4469
2021-11-24,161175445,0,33266989,45679,0,9431,94004918,43803968,64096914,26591,12388,18151,162076427,190781,33585323,45939,54,9516,160989498,50518832,14505513,45556,14287,4112
2021-11-25,138743374,0,17921688,39303,0,5078,92408479,43744210,65256731,26150,12376,18487,143536001,42420,16316151,40660,12,4622,164159416,50498830,13983606,46472,14287,3966
2021-11-26,198806953,183838,37400761,57029,53,10730,88364491,42165339,62962528,25483,12157,18179,193089953,3208291,40309528,55387,925,11569,157789343,51817896,15872544,45526,14940,4586
2021-11-29,271087974,173159,38387756,78423,50,11102,94461722,42263075,59870732,27290,12207,17321,265683223,17311,41227659,76848,5,11924,158345086,51742579,15702350,45770,14945,4546
2021-11-30,206808937,348709,44130518,59359,100,12669,89457160,42586742,67637376,25816,12287,19546,218333689,163076,38015507,62679,47,10908,164894471,51892952,17257692,47610,14972,4991
2021-12-01,256387993,2439535,41809825,73715,694,11985,95166994,43643488,65002171,27067,12410,18517,255679383,276580,44918869,73468,79,12892,170935230,50923264,16880692,48641,14480,4812
2021-12-02,233217264,1032811,32261779,66147,292,9153,91169150,44185643,63859487,25754,12479,18076,234243278,222655,34883407,66437,63,9892,168440588,50704256,18252444,47612,14320,5169
2021-12-03,204462356,219579,26842595,57749,62,7587,90839737,44197717,66402184,25658,12481,18793,205542302,194724,24163044,58052,55,6827,169212110,50692278,18100397,47825,14315,5126
2021-12-06,210540180,268756,34410659,59664,76,9758,95079935,44148617,71155435,26877,12477,20154,217115227,289880,33168543,61524,82,9404,179972337,50659273,21532891,50907,14317,6101
2021-12-07,185105763,4929944,36370367,52406,1386,10298,90198699,48850834,74474470,25350,13726,20974,192910577,116468,33127686,54602,33,9375,183358974,50584067,21185181,51568,14213,5968
2021-12-08,181611475,2225441,38627413,50707,623,10791,89246017,51041727,64172700,25001,14295,18022,178770955,24977,42504495,49912,7,11870,179827492,50580974,14595480,50415,14166,4102
2021-12-09,155886482,379162,24871165,43596,106,6960,92407078,51466176,63549586,25804,14368,17793,152967007,135631,25899383,42782,38,7244,180349889,50759849,14795867,50404,14171,4144
2021-12-10,149361801,231915,26211353,41858,65,7350,87308008,51404908,65562617,24508,14425,18450,155839193,32080,23251100,43674,9,6520,181261551,50502678,14085190,50924,14172,3966
2021-12-13,265568709,57480561,45734791,74418,16119,12836,95761376,51032751,67280092,27013,14398,19017,263181499,58303325,45352016,73764,16356,12714,186926458,50956859,17003571,52763,14382,4800
2021-12-14,281528724,44257079,61406943,79823,12584,17429,91367761,51071182,70900149,26018,14556,20214,284222209,45227002,62085659,80601,12856,17611,184428384,51969437,21414569,52546,14812,6095
2021-12-15,186255523,1507181,44871798,53009,429,12766,73511746,52649696,59404537,20890,14959,16895,180242264,108893,48965614,51311,31,13923,164223266,52149721,6912357,46678,14817,1969
2021-12-16,163757347,2363779,21557756,46271,664,6087,75487454,53956802,60627125,21203,15153,17043,166355246,110183,20652235,47009,31,5828,169903550,51196998,6651949,47733,14378,1873
2021-12-17,163202582,195581,17603367,45937,55,4956,78295437,54009488,59246539,22015,15184,16673,159207681,88871,20912205,44808,25,5888,168641687,51145923,8546960,47429,14379,2408
2021-12-20,205280925,0,32707299,58051,0,9262,75903582,52710836,63838972,21589,14990,18173,209591179,1681461,27535042,59268,478,7797,169527801,51560793,8477169,48231,14663,2416
2021-12-21,198950879,1879217,27344970,56290,528,7724,78667517,54003742,64065105,22106,15173,18020,194732228,53369,29722762,55080,15,8395,169053698,51013830,10483893,47519,14333,2951
2021-12-22,117073776,192643,21109522,32867,54,5927,75584810,54230678,64001401,21197,15206,17966,112740540,39231,18513117,31653,11,5197,161804783,51081363,7710054,45391,14323,2167
2021-12-23,126222109,854299,22330808,35214,238,6229,79984278,53993018,65311349,22282,15039,18213,125051741,678111,21539470,34886,189,6007,165599988,50646761,7850750,46148,14107,2192
2021-12-24,84577675,35917,14352916,23503,10,3989,82616088,54039796,63404811,23007,15047,17674,87421944,7197,16427996,24293,2,4566,171102901,50663710,8098463,47663,14107,2260
2021-12-27,88823840,1138296,17084134,24617,315,4734,91922301,54347332,63530089,25438,15038,17598,84531900,393817,18040093,23426,109,4999,176644536,50205528,8839037,48898,13892,2451
2021-12-28,112384206,928505,18710749,30973,255,5158,101161919,55054944,63306053,27786,15120,17407,109256611,18207,21036679,30112,5,5795,183358810,49971641,10608178,50379,13724,2919
2021-12-29,105002005,946539,25484035,28797,259,6988,106181396,55531031,64326298,29056,15194,17622,106853798,105967,23719007,29303,29,6504,190503616,49588138,9075641,52147,13568,2489
2021-12-30,95310820,607940,17815207,26135,167,4887,99430782,55672197,65400515,27306,15287,17979,102848071,506072,16062034,28202,139,4407,190972629,49648659,8519392,52462,13633,2345
2022-01-03,173843817,738140,33305795,47531,202,9106,97129829,56116961,67026324,26582,15356,18361,173958727,51164,32622628,47563,14,8917,189064317,49385562,9630774,51758,13514,2641
2022-01-04,175427479,2058774,38266172,47620,556,10380,100381565,57482260,71822437,27113,15524,19420,173788084,29600,35619587,47158,8,9665,191775996,48632575,11179552,51817,13134,3025
2022-01-05,168522193,1933390,36737642,45535,523,9929,103113416,59280138,70579244,27902,16039,19120,166272586,36959,36715197,44930,10,9923,192057127,48550656,10089803,51989,13136,2736
2022-01-06,235999634,1435132,39669123,64270,391,10809,104303379,58931444,65504721,28444,16069,17886,232518195,2380921,44963099,63304,649,12251,189067689,49231178,10880927,51581,13424,2973
2022-01-07,274336314,76222,47099745,75053,21,12892,92049605,57922026,67502552,25367,15960,18625,287135309,1539325,47215468,78533,424,12925,188525778,49785366,13630058,51976,13718,3762
2022-01-10,224349551,1073609,34888884,61790,294,9612,92817423,58724148,70695296,25419,16080,19386,220062005,0,32061403,60607,0,8830,185586531,49462688,13604959,50850,13544,3732
2022-01-11,253970228,54852,46193806,69781,15,12688,87524814,58825464,73465730,23945,16091,20127,264611814,182738,43425621,72699,50,11923,190926572,49682322,13482397,52262,13590,3695
2022-01-12,203494952,650571,42736650,55552,177,11671,84628415,59721971,71197973,23031,16250,19409,203947553,404200,40553043,55678,110,11070,188972569,50284086,9084596,51460,13682,2479
2022-01-13,206108683,578259,32794041,55975,157,8909,89271668,60061519,67700838,24230,16299,18412,196032654,353448,37248274,53243,96,10116,183818636,50373737,12269798,49927,13670,3337
2022-01-14,353752514,143149,62231838,96162,39,16913,86163350,59868007,68597684,23473,16304,18722,352821279,161167,59747673,95939,44,16231,179551697,50232730,11218466,48947,13680,3063
2022-01-17,291998778,65407952,57730800,79131,17705,15647,91784895,60630310,73826978,24820,16398,19996,292602823,64810700,60266531,79293,17547,16329,186491052,50320967,18601938,50454,13616,5034
2022-01-18,317117660,43131452,64448578,85759,11679,17446,96465898,60101421,76243944,26327,16409,20828,311755790,44630924,60135087,84322,12081,16269,185061361,51379893,16876595,50530,14029,4608
2022-01-19,283876183,2532265,66130588,77701,697,18108,77258711,59507992,62832970,21290,16397,17330,286776067,2557709,67893296,78504,704,18587,166072795,53254881,9597791,45781,14674,2650
2022-01-20,249042968,1060630,31160115,68473,291,8567,79576663,60128266,65643583,21835,16497,18029,250433633,440752,27500182,68850,121,7564,170162968,53228659,8772535,46710,14604,2413
2022-01-21,309002956,1586595,46597148,85851,442,12960,75495509,59489883,68063190,21095,16621,19036,312969594,3578413,46358278,86976,1000,12901,168526018,54711651,11992361,47110,15286,3358
2022-01-24,307050047,1241487,38627963,86044,346,10825,70351732,60317563,68426549,19591,16795,19074,311109636,208000,36378684,87175,58,10195,167736853,54488721,10479524,46732,15172,2925
2022-01-25,441889971,360054,53723457,124831,102,15191,61931981,59271526,73574638,17523,16768,20838,456379872,2532750,49532895,128902,717,14005,177518005,55708448,12821291,50251,15760,3635
2022-01-26,297639402,1665094,37153778,84366,472,10526,62904012,60767552,71671899,17849,17240,20361,294332828,105737,39035940,83432,30,11059,174813770,55656592,13307274,49630,15790,3784
2022-02-07,274446690,2170977,44495840,77333,607,12514,66099072,60763338,76897531,18470,16977,21511,269044097,1481354,39946778,75811,414,11241,174298753,54883453,13469362,48730,15334,3772
2022-02-08,189736940,1324147,35923061,52773,369,9991,67696514,61439786,76465268,18868,17122,21339,187049258,0,37776200,52028,0,10506,173558784,54220724,14727386,48402,15110,4114
2022-02-09,151653136,1165992,35449070,41976,321,9806,73913903,62530558,79130876,20349,17213,21816,141806917,0,33825969,39246,0,9356,166254580,54056064,15276675,45801,14880,4215
2022-02-10,191020995,452559,36497832,52434,124,10023,79641687,57963946,78561855,21723,15808,21462,173190560,5355923,38907133,47545,1462,10677,154905856,54315984,16663464,42282,14813,4555
2022-02-11,243355389,2158144,35288281,66594,591,9663,83908158,51199433,77792981,22969,14010,21317,237757780,6907123,39477721,65057,1891,10809,153332741,52315326,20255195,41991,14315,5555
2022-02-14,337763317,55259857,75588782,93484,15379,20955,75109608,48053757,78441763,20915,13382,21858,345356625,58814504,72935427,95607,16374,20210,150991851,52705349,18387150,42060,14682,5126
2022-02-15,365419951,41559025,66962651,101645,11544,18636,83179772,47772081,69614968,23195,13328,19424,348273788,42306741,76035861,96896,11752,21152,141891919,53172385,18699031,39586,14836,5218
2022-02-16,224609284,2567475,74414197,61884,705,20502,71872184,46685045,63616574,19729,12815,17473,219776668,258330,82139529,60558,71,22612,127999508,52153188,12620939,35153,14316,3469
2022-02-17,229016979,310228,32935128,62768,85,9026,77047809,46879782,65654867,21116,12848,18005,232732509,397750,32352772,63781,109,8867,136991550,52444202,13951843,37563,14373,3829
2022-02-18,200720691,408232,28391996,55200,112,7812,80872674,46839745,66659446,22185,12849,18298,203531746,568641,27748664,55964,156,7634,143533981,52559377,14424786,39394,14418,3962
2022-02-21,223120728,262281,29389441,61462,72,8103,76384111,47019742,67800034,20971,12909,18627,231371629,93973,27618412,63729,26,7609,147275517,52567117,13650248,40455,14432,3753
2022-02-22,282142173,508101,50541847,78541,142,14088,68415096,44910984,68546804,19132,12559,19180,283377674,3964545,48681328,78870,1108,13568,139148677,53811648,13277181,38935,15048,3718
2022-02-23,236887290,1352864,34952149,65970,375,9731,70694621,45548833,67855392,19592,12623,18820,227222212,97424,37592014,63284,27,10461,132375298,53274418,14492338,36711,14764,4023
2022-02-24,385649842,192751,51193297,108559,55,14439,72523567,43039949,69985789,20706,12288,19997,391709279,4158975,48742552,110232,1186,13747,142366901,54500456,15844415,40675,15560,4531
2022-02-25,399562028,1419551,43347983,114247,403,12367,62810077,41686392,69801137,17834,11836,19835,400823605,2303500,45997843,114620,654,13120,134433016,54094398,17913399,38200,15359,5094
2022-03-01,298220241,2875789,36965518,83911,803,10383,75229385,42458605,70863099,21000,11852,19798,290039097,569773,41090091,81604,159,11537,139915836,52772334,22036543,39087,14731,6159
2022-03-02,246322996,39245,44988281,69083,11,12622,70291354,42040598,71065688,19703,11784,19938,253989934,653270,41362786,71232,183,11604,142363403,52925346,18798356,39938,14835,5277
2022-03-03,232855508,637924,26792925,65207,178,7501,65099051,42491730,70590204,18155,11850,19707,230142057,28685,29003792,64442,8,8120,134769222,52822420,20332277,37620,14731,5679
2022-03-04,291109211,141361,35469685,82001,40,10007,72561132,41498598,68646283,20535,11744,19450,284263023,1756836,36947818,80054,497,10419,134312847,53293755,20275184,38052,15082,5745
2022-03-07,356627831,495049,63510457,102974,145,18431,63430159,37885818,69506980,18593,11105,20401,359115376,6389445,60084053,103666,1871,17434,129686715,55162160,18018481,38062,16169,5289
2022-03-08,400468999,561875,65709667,118367,168,19455,66534760,30222963,67677468,19913,9045,20287,384742771,8687718,66044016,113676,2599,19555,119337275,55266756,18073882,35769,16540,5418
2022-03-09,350708500,1664039,59779255,103965,491,17697,73463706,30942094,64068728,21673,9128,18943,340006648,20339,65687172,100804,6,19431,116370416,54704592,20136082,34393,16138,5950
2022-03-10,265274900,3864460,40297948,76771,1109,11641,78352204,32622756,66966066,22470,9355,19251,250586782,107799,43641960,72511,31,12596,102748897,53308597,25179616,29531,15287,7231
2022-03-11,274665956,240214,48017959,79414,69,13894,76780597,31961120,67812642,22289,9277,19726,286767052,1701643,40692020,82906,494,11780,112924274,53862077,19212879,32842,15634,5587
2022-03-14,330107316,50519895,52552841,95625,14669,15240,74619835,31713307,68104255,21658,9207,19802,330571685,50869073,56399607,95758,14780,16351,111186642,53980474,24276317,32325,15675,7052
2022-03-15,369357751,34431518,82120151,108520,10185,24194,83764635,30647441,69881180,24853,9105,20775,380198266,37186692,80244923,111691,11006,23631,130173163,55179476,25187988,38688,16393,7476
2022-03-16,347559413,717566,64064266,102917,212,18959,53135917,30934764,65315061,15691,9135,19307,328260239,253059,72295101,97171,75,21411,94720053,55150910,18032585,28014,16286,5332
2022-03-17,326506046,7049415,39841381,94546,2023,11517,67201176,34532142,69379787,19262,9898,19908,327724887,0,39083839,94851,0,11294,111061152,52422709,19801934,31877,15026,5684
2022-03-18,238102297,5776546,35131308,68504,1659,10111,59797039,39906499,69587727,17190,11472,20028,253273162,684730,33620254,72863,197,9678,118682631,52659047,18526089,34162,15138,5336
2022-03-21,202926936,462854,28175149,58078,132,8056,67343753,40523149,70326557,19251,11584,20129,193902472,671593,30930741,55497,192,8846,117529181,53557442,21730713,33642,15310,6224
2022-03-22,176196886,24535,21669269,50317,7,6191,71514207,40412741,68981794,20407,11532,19709,171292852,227615,22963255,48918,65,6560,116890732,53673390,21592415,33399,15316,6173
2022-03-23,170748667,1083013,41587455,48366,306,11775,81857781,41412120,72159429,23125,11699,20411,167365828,28298,38549671,47403,8,10914,124376597,53751863,21243533,35181,15185,6013
2022-03-24,175235925,42390,23128190,49716,12,6562,77959067,35974084,70281221,22061,10180,19915,171335007,5419973,26354146,48610,1534,7478,116474435,53671354,22685337,33005,15188,6432
2022-03-25,178866416,38772,20872424,50658,11,5913,72359643,35848162,70871948,20533,10172,20136,182753346,84581,18830713,51753,24,5337,114771473,53543171,21361097,32611,15193,6074
2022-03-28,239054523,282737,36066663,68458,81,10343,70481132,34221856,69858119,20211,9813,20057,231206945,2917978,38651678,66212,837,11086,99889720,54368566,23476445,28687,15590,6746
2022-03-29,170000492,607126,25201853,48518,173,7192,82911525,34653350,69835720,23628,9875,19926,159037977,10516,26603967,45389,3,7592,101559952,54329434,24504410,28985,15482,6997
2022-03-30,198020426,1996761,38525333,55975,563,10890,94319670,35338080,69452288,26585,9960,19603,196462764,347645,39647633,55538,98,11205,111752103,53581896,25036099,31542,15102,7071
2022-03-31,155325694,0,23264096,43870,0,6575,81063184,34989383,68755401,22986,9921,19522,170438823,716005,22593206,48139,203,6385,113414903,53840129,23931565,32202,15266,6800
2022-04-01,196929463,35117,24205273,56188,10,6910,85442492,34632938,68681857,24334,9863,19588,186842521,1021363,26543838,53306,291,7580,107169513,54388075,26038510,30566,15489,7431
2022-04-06,195642671,7003,31127783,56022,2,8923,85165615,34484850,68204222,24328,9850,19510,193423709,128800,31075207,55378,37,8910,104497018,54304011,25548327,29893,15511,7314
2022-04-07,241823587,68567,33927648,69802,20,9807,86806570,32943496,67257423,25322,9609,19647,245505565,3381963,35720711,70835,986,10332,109138499,55663502,26227847,31881,16236,7668
2022-04-08,212296203,1161852,28067804,61666,336,8150,95689391,33330965,64796491,27652,9631,18754,198946166,334115,31722676,57788,97,9207,104807932,55438555,27324445,30333,16019,7913
